img_file,context,generated_caption,clipscore_gpt4o,context_sim,article_text,clipscore,saliency,bertscore_r
river.jpeg,Orogeny,"A panoramic view showcases a lush, green valley with a winding river bordered by dense forests. In the background, cloud-covered mountains create a dramatic and tranquil landscape.",0.6653564423322678,0.0864398255944252,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.,0.6653564423322678,0.2180483043193817,0.6625209450721741
"Lago_de_Como,_Italia,_2016-06-25,_DD_02-06_PAN.jpeg",Orogeny,"A scenic view of a large lake surrounded by mountains and greenery, with small towns nestled along the lake's edges. The sky is partly cloudy, adding depth to the landscape.",0.6532013416290283,0.0111927185207605,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.,0.6532014906406403,0.08545190095901489,0.6693962216377258
"Oberaargletscher_from_Oberaar,_2010_07.jpeg",Orogeny,"A glacier flows between steep, rocky mountains under a cloudy sky, leading into a greenish, glacier-fed lake in the foreground. Snow and ice are visible on the peaks and along the glacier's path, while the dark clouds lend a dramatic atmosphere to the scene.",0.8620770275592804,0.1872834861278534,An orogeny is an event that leads to both structural deformation and compositional differentiation of the Earth's lithosphere (crust and uppermost mantle) at convergent plate margins. An orogen or orogenic belt develops when a continental plate crumples and is uplifted to form one or more mountain ranges; this involves a series of geological processes collectively called orogenesis. A synorogenic event is one that occurs during an orogeny.,0.8620771765708923,0.05214773863554001,0.6939274668693542
"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",Roof,"The image shows a Serbian Orthodox church built in a traditional Byzantine style, characterized by its red and tan brick patterns, multiple domes, and gold crosses atop the domes. The church is set against a partly cloudy sky with a paved open area in the foreground.",0.8645977079868317,0.2771330177783966,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope.",0.8645978569984436,0.3196571469306946,0.7359079718589783
Dreifaltigkeitskirche_süd.jpg,Roof,"A red brick church with a tall bell tower and pointed steeple, topped with a weather vane, stands under a clear blue sky. In the foreground, there is a cemetery with various gravestones of different shapes and colors.",0.6671639531850815,0.3464371562004089,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope.",0.6671639531850815,0.30106180906295776,0.7051218152046204
1599px-Paris_Notre-Dame_East_View_02.jpeg,Roof,"The image shows the rear view of Notre-Dame Cathedral in Paris, featuring its ornate Gothic architecture and spire, surrounded by lush trees and a garden. A stone fountain with a statue stands in the foreground under a clear blue sky.",0.9380723536014556,0.2194699943065643,"A roof is the top covering of a building, including all materials and constructions necessary to support it on the walls of the building or on uprights, providing protection against rain, snow, sunlight, extremes of temperature, and wind. A roof is part of the building envelope.",0.9380726516246796,0.18793261051177979,0.7164801359176636
"Thanksgiving_Dinner_Table,_Broward_County_Florida,_1971_02.jpg",Tableware,"A dining table is set with a large roasted turkey as the centerpiece, surrounded by floral china plates, glassware, and a flower arrangement. A person is opening a bottle of champagne, and bookshelves filled with books are in the background under a blue pendant lamp.",1.0009519755840302,0.5278898477554321,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware.",1.000952124595642,0.10841216146945953,0.7228968143463135
"1600px-2019-11-28_14_40_55_A_dinner_table_laid_out_for_Thanksgiving_Dinner_in_the_Parkway_Village_section_of_Ewing_Township,_Mercer_County,_New_Jersey.jpg",Tableware,"A dining table is set for a meal with a variety of dishes including sliced turkey, peas, mashed potatoes, a green salad, deviled eggs, and cranberry sauce, all on a plaid tablecloth. Red plastic cups and white dinner plates are arranged at each place setting.",0.8469849079847336,0.6320769786834717,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware.",0.8469849079847336,0.23427164554595947,0.739165186882019
Earth_to_Table_DInner_with_Gunnar_Karl_Gíslason_(15640694895).jpg,Tableware,"Chefs are busy in a professional kitchen, closely collaborating as they carefully arrange food on a long row of plates, preparing multiple identical dishes. The kitchen is well-equipped, bustling with activity, and the chefs are focused on their task.",0.7675421983003616,0.4682519733905792,"Tableware are the dishes or dishware used for setting a table, serving food and dining. It includes cutlery, glassware, serving dishes and other items for practical as well as decorative purposes. The quality, nature, variety and number of objects varies according to culture, religion, number of diners, cuisine and occasion. For example, Middle Eastern, Indian or Polynesian food culture and cuisine sometimes limits tableware to serving dishes, using bread or leaves as individual plates. Cups are not dishes. Special occasions are usually reflected in higher quality tableware.",0.7675421237945557,0.2686084508895874,0.7209826707839966
Living_room_at_35_Yowani_Rd_Rosedale_NSW_all_burnt_in_2019-12-19_bushfire.jpg,Window,"A cozy living room with wicker furniture is arranged around a central table, featuring multiple large windows. The room includes a wood-burning stove, shelves with decorative items, and a paper lantern hanging from the ceiling.",0.800609290599823,0.326074481010437,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts.",0.8006091415882111,0.48254889249801636,0.6954116821289062
wiki_livingroom.jpg,Window,Three people are relaxing in a cozy living room with wooden beams and a brick fireplace. They are sitting on floral-patterned sofas around a wooden coffee table.,0.7934395968914032,0.1484613418579101,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts.",0.7934398949146271,0.10586287081241608,0.6485021710395813
Wohnzimmer_Fallada_1.JPG,Window,"The image shows a dining room with a round wooden table and four chairs, illuminated by a ceiling light with five lamps. In the background, there's a cabinet displaying china, a large window with sheer curtains, and an open doorway leading to a bright room with a bookshelf and plants.",0.7995538413524628,0.2372578382492065,"A window is an opening in a wall, door, roof, or vehicle that allows the passage of light and may also allow the passage of sound and sometimes air. Modern windows are usually glazed or covered in some other transparent or translucent material, a sash set in a frame in the opening; the sash and frame are also referred to as a window. Many glazed windows may be opened, to allow ventilation, or closed, to exclude inclement weather. Windows may have a latch or similar mechanism to lock the window shut or to hold it open by various amounts.",0.7995537668466568,0.21663671731948853,0.7106963396072388
