context,img_id,img_file,description,article_text,sighted_overall,sighted_relevance,sighted_reconstruct,blv_overall,blv_relevance,blv_reconstruct,clipscore,context_sim
Building material,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,We are looking across a formal garden at a beautiful medieval-looking cathedral whose spire soars into a bright blue sky.,"Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",3.5,3.0,3.25,,,,0.6994680315256119,0.10994324088096619
Building material,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"An old concrete castle with many spires, and multiple levels of architecture around the entire building. There is also a spire built onto it.","Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",3.5,3.5,3.5,,,,0.7104870676994324,0.3650893270969391
Building material,church4,Dreifaltigkeitskirche_süd.jpg,"A large, red brick church is in the background behind many tombstones.","Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",5.0,5.0,4.0,,,,0.6460651010274887,0.11436237394809723
Building material,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",The image shows a relatively small church on the ground.,"Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",2.0,1.8,2.4,1.75,1.25,2.0,0.6773630529642105,0.12883260846138
Building material,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","A building with various types of building material used including stone, brick, and metal.","Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",3.75,4.25,4.5,3.25,2.5,2.75,0.6061949208378792,0.6606994867324829
Building material,church4,Dreifaltigkeitskirche_süd.jpg,A church constructed of brick with a graveyard in front of it and many arched windows.,"Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",4.0,4.0,5.0,,,,0.7064326107501984,0.2839798927307129
Building material,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A building that is made out of brown and red stone block with grey metal on the roof and gold crosses atop that.,"Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",5.0,5.0,4.0,,,,0.6777837872505188,0.383048415184021
Building material,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A large church structure made of various building materials.,"Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",4.0,4.0,4.0,,,,0.7130911946296692,0.4524644911289215
Building material,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A cathedral overlooking a courtyard.,"Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",4.333333333333333,4.333333333333333,3.3333333333333335,,,,0.723472535610199,0.11460557579994202
Building material,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","There is a church that is seen alone and it is surrounded by mountains in the background. The materials of the church vary, oranges bricks can be seen along the side of the church going in a straight line and bricks are also used in all of the contour lines in windows and arcs. Some small portions of the church are cement but for the most part it looks like the church is made out of stone which is light brown.","Building material is material used for construction. Many naturally occurring substances, such as clay, rocks, sand and wood, even twigs and leaves, have been used to construct buildings. Apart from naturally occurring materials, many man-made products are in use, some more and some less synthetic. The manufacturing of building materials is an established industry in many countries and the use of these materials is typically segmented into specific specialty trades, such as carpentry, insulation, plumbing, and roofing work. They provide the make-up of habitats and structures including homes.",4.0,4.0,5.0,,,,0.6666873395442963,0.3800137937068939
Christian cross,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A religious building with many arches and small windows. The arches are topped with Crosses.,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",4.2,4.6,3.2,,,,0.6771561503410339,0.42964622378349304
Christian cross,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A gothic style Cathedral seen through a courtyard.,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",2.857142857142857,2.7142857142857144,3.5714285714285716,1.25,2.0,2.25,0.7162146270275116,0.23677967488765717
Christian cross,church4,Dreifaltigkeitskirche_süd.jpg,A church with a Christian cross positioned on the top of the steeple.,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",4.4,4.6,4.6,,,,0.697874054312706,0.5629854798316956
Christian cross,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,A church is pictured on a sunny day. There is a large spire on the roof of a church that has a cross on top.,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",4.25,4.5,4.5,,,,0.7033893465995789,0.38135457038879395
Christian cross,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A classic building with three Christian crosses on the roofs. The crosses represent an interpretation of Jesus' body.,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",3.0,3.142857142857143,3.4285714285714284,2.75,2.5,2.5,0.7088320702314377,0.641787052154541
Christian cross,church4,Dreifaltigkeitskirche_süd.jpg,"a red brick church is in the midground of the image.  a cross is located on top of its steeple  in the foreground are a number of very worn, old gravestones.","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",4.125,4.125,4.25,4.25,4.0,4.25,0.677708238363266,0.4026101529598236
Christian cross,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,a giant church with a beautiful garden,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",2.5,3.0,3.5,,,,0.7047562301158905,0.2197076380252838
Christian cross,church4,Dreifaltigkeitskirche_süd.jpg,"A church is shown with a tall steeple and a cross at the top, meaning two perpendicular rods.","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",4.0,4.333333333333333,3.6666666666666665,,,,0.7357646524906158,0.5112377405166626
Christian cross,church19,1599px-Paris_Notre-Dame_East_View_02.jpeg,"A garden, statue and fountain stand next to a tree-lined path that leads to a Gothic cathedral.","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",3.5,2.8333333333333335,4.333333333333333,2.75,2.5,3.25,0.7441322505474091,0.1680842936038971
Christian cross,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","The image shows a house of worship, with gold crosses mounted on two of the towers.","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",4.0,4.0,4.5,,,,0.7053800672292709,0.38087335228919983
Christian cross,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",A brown church has domes on the roof and they are topped with gold crosses.,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",3.5,3.5,4.0,,,,0.7138669490814209,0.33770543336868286
Christian cross,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","There is a beautiful orange brick church with various domes, windows and golden crosses on roofs.","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",3.0,3.0,5.0,,,,0.7184354960918427,0.31261277198791504
Christian cross,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg",The exterior of a church building with three gold crosses adorning the rounded roof.,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",2.0,2.0,2.0,,,,0.709121823310852,0.4718252420425415
Christian cross,church8,"1443px-Iglesia_Nova_Gracanica,_Trebinje,_Bosnia_y_Herzegovina,_2014-04-14,_DD_04.jpg","An Eastern Orthodox church fills the photo. It has many archs, halfdomes, and small dones. It has vertical columns of small ciorcular windows. The church is made of light browth stone and red bricks. Crowning the church are three golden crosses botonnees.","The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",1.0,1.0,5.0,,,,0.7964502274990082,0.42230507731437683
Christian cross,church4,Dreifaltigkeitskirche_süd.jpg,A large brown church built of concrete with a black roof and headstones in front of the building,"The Christian cross, seen as a representation of the instrument of the crucifixion of Jesus, is the best-known symbol of Christianity. It is related to the crucifix (a cross that includes a corpus, usually a three-dimensional representation of Jesus' body) and to the more general family of cross symbols, the term cross itself being detached from the original specifically Christian meaning in modern English (as in many other western languages).",3.5,3.0,3.0,,,,0.6615515053272247,0.2937283217906952
Competition,soccer_in_progress13,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",A group of soccer players celebrate on the field,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",4.375,4.75,4.25,3.25,3.0,3.75,0.6975129991769791,0.10306057333946228
Competition,soccer_in_progress10,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",Three men trying to get to a soccer ball during a game. One man has fallen and two opposing team members are stopping next to him.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",4.0,3.857142857142857,4.857142857142857,4.0,3.75,4.5,0.641462504863739,0.181100532412529
Competition,soccer_in_progress13,"1599px-20191002_Fußball,_Männer,_UEFA_Champions_League,_RB_Leipzig_-_Olympique_Lyonnais_by_Stepro_StP_0278.jpg",players celebrating a goal,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",3.090909090909091,3.272727272727273,3.727272727272727,2.5,2.0,2.25,0.7107463479042053,0.19857768714427948
Competition,soccer_in_progress10,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",A group of men playing soccer as one tries to the kick the ball away from another.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",3.857142857142857,3.857142857142857,4.0,3.5,3.75,4.0,0.5969458073377609,0.23553049564361572
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",Two soccer players are seen on the pitch during a game.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",3.0,2.6666666666666665,4.333333333333333,,,,0.7603081315755844,0.17639698088169098
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",Two soccer players of opposing teams. One player is on the ground with both knees touching the grass and the other is standing up. The soccer ball is close by but it is in mid air. One player has an all white uniform with blue lettering and the other is a mix between blue and burgundy with white lettering.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",3.0,4.5,4.0,,,,0.7799279689788818,0.2047509253025055
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",A tense moment in a soccer competition where one player has lost control of the ball and has fallen.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",3.3333333333333335,3.6666666666666665,4.333333333333333,,,,0.6815353035926819,0.2621102035045624
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",Two soccer players are engaged in a competition on a playing field.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",4.6,4.6,4.6,,,,0.6734469532966614,0.38791680335998535
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",Two men are playing a soccer game in front of spectators.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",3.0,3.0,3.0,,,,0.6962024420499802,0.17588229477405548
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","Two players compete for a ball on a soccer field. One player is on his knees, and is wearing a white jersey. The other player wears a red top, with blue shorts. The ball they're competing for has white, green, and black triangle patterns.","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",4.666666666666667,4.333333333333333,4.0,,,,0.7309947907924652,0.2609885334968567
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","The image depicts two football players from different rival teams, who are vying for dominance of the ball in the middle of the football field. There is a kneeling player on the field with a pain/surprise expression while the second player stands behind him watching the ball, which rises in the air and goes in the direction of him.","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",3.5,4.0,3.5,,,,0.6718871742486954,0.2637510895729065
Competition,soccer_in_progress10,"1599px-20180920_Fussball,_UEFA_Europa_League,_RB_Leipzig_-_FC_Salzburg_by_Stepro_StP_8051.jpg",This shows two players from one soccer team and one player from another. They are in the middle of playing soccer. One team is trying to steal the ball from the other.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",4.0,3.5,4.5,,,,0.6362754851579666,0.2767852544784546
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg",Two soccer players in the middle of a soccer field with a stands in the background.  The player in the foreground is wearing an all white uniform and is on his knees after making a play on the soccer ball which can be seen above him.  The player behind him is wearing a red shirt with blue shorts and appears to be watching the play in front of him.,"Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",4.0,4.0,4.5,,,,0.7431003451347351,0.12571285665035248
Competition,soccer_in_progress1,"1599px-Georgios_Ntaviotis_&_Daniel_Souček,_U21_CZE-GRE_2019-10-10.jpg","Two soccer players competing for the ball.  One player, dressed in white, has fallen to his knees, while the other, dressed in maroon and blue, is standing and eyeing the ball.  The field is bright green and the crowd in the background appears blurry.","Competition is a rivalry where two or more parties strive for a common goal which cannot be shared: where one's gain is the other's loss (an example of which is a zero-sum game). Competition can arise between entities such as organisms, individuals, economic and social groups, etc. The rivalry can be over attainment of any exclusive goal, including recognition: (e.g. awards, goods, mates, status, prestige), leadership, market share, niches and scarce resources, or a territory.",4.5,5.0,5.0,,,,0.8202345669269562,0.2968675196170807
Consumer electronics,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A group of people sitting at a table with computers in front of them and a screen on the wall with information as well.,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",4.6,4.6,4.2,2.5,3.5,4.0,0.6257513165473938,0.30528441071510315
Consumer electronics,meeting_in_progress2,La_Trobe_Uni_Wikimeetup_March_2020.jpg,A group of smiling people are sitting at a table in an office. Many of the people have open laptop computers in front of them.,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",3.7777777777777777,3.5555555555555554,4.111111111111111,2.75,2.0,4.0,0.7033476233482361,0.14290551841259003
Consumer electronics,meeting_in_progress17,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Four people are discussing something in a meeting room.  Two of them are on computers and the other two are at a white board.,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",2.5,4.5,4.5,,,,0.7115311920642853,0.18866980075836182
Consumer electronics,meeting_in_progress17,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,"the image shows four people are having a meeting in a meeting room. All four people are male, with one white and three Asians. Two Asians are sitting around a table with three laptops on it. Two other person are standing next to a whiteboard, making a presentation to the seated people. The weather outside is sunny.","Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",3.0,2.25,4.25,,,,0.722263976931572,0.19944024085998535
Consumer electronics,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,This is what seems to be a workplace with several people sitting around a long rectangular shaped table. Each person has a laptop computer. All seem to be working together.,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",1.5,1.5,4.5,,,,0.6651407480239868,0.2734018564224243
Consumer electronics,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,A group of men and women working at a long table with various electronics in front of them.,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",4.333333333333333,5.0,4.0,,,,0.639478862285614,0.33326277136802673
Consumer electronics,meeting_in_progress7,Atelier_à_l'IFB_-_11_&_12_Mars_2020_(3).jpg,"The image is of a room that contains a large, rectangular table that has approximately 12 people sitting and working on it. Each person is on a laptop, sitting on a black chair. Some of these people have water bottles, while others have earphones. In the background there is an image being projected on a white board.","Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",3.5,2.75,2.25,,,,0.674709677696228,0.2443365752696991
Consumer electronics,meeting_in_progress17,1600px-Covariant_Founding_Team_at_Covariant_HQ_Anno_November_2017.jpg,Two men give a presentation.,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",1.8333333333333333,2.1666666666666665,4.0,2.0,3.0,2.75,0.5832215026021004,0.11799590289592743
Consumer electronics,meeting_in_progress2,La_Trobe_Uni_Wikimeetup_March_2020.jpg,A group of men and women sitting around a table in a window filled room with their laptop computers in front of them.  They are all looking at the camera and smiling as if they were posing  for the picture.,"Consumer electronics or home electronics are electronic (analog or digital) equipment intended for everyday use, typically in private homes. Consumer electronics include devices used for entertainment, communications and recreation. Usually referred to as black goods due to many products being housed in black or dark casings. This term is used to distinguish them from ""white goods"" which are meant for housekeeping tasks, such as washing machines and refrigerators, although nowadays, these would be considered black goods, some of these being connected to the Internet. ",5.0,4.0,5.0,,,,0.685485228896141,0.251700758934021
